id	location	interpretation
fr_15120	me voir	"se voir / ""se voir"" (s'imaginer)"
fr_15126	toile	toile {araignée} / toile (réseau) | tisser (filer) / tisser (élaborer)
fr_15143	vente	vente / vent ~ avoir le vent en poupe
fr_15147	gros sur la patate	"gros / ""en avoir gros sur la patate"" (être contrarié)"
fr_15162	se multiplient	se multiplier / multiplier {mathématiques}
fr_15170	de taille	de taille (tailler) / de taille (important)
fr_15198	roule dans la farine	"""rouler dans la farine"" (tromper quelqu'un) / farine (farine de blé)"
fr_15199	barre	barre (métaphore pour érection) / barre (lieu de la salle d'audience où comparaissent les témoins)
fr_15200	monté à l'échelle	"monter à l'échelle /  ""monter à l'échelle"" (s'énerver)"
fr_15202	cachottier	cachottier / cachot
fr_15210	buche	buche/bouche un coin
fr_15211	épingler	épingler (accrocher) / épingler (incriminer)
fr_15219	possessif	possessif {psychologie} / possessif {grammaire}
fr_15220	échappe	échapper/pot d'échappement
fr_15228	frisques	fresque + frisquet
fr_15233	oiseaux de mauvais augure	"oiseaux de mauvais augure /  ""oiseaux de mauvais augure"" (mauvais présage)"
fr_15235	harmonie	harmonie (entente) / harmonie (musique)
fr_15236	bien portant	bien portant (en bonne santé) / porter (avoir un vêtement sur soi) ~ <porter; fripe>
fr_15238	farce	farce / force
fr_15239	toast	toast (pain) / toast (célébration)
fr_15246	Oscar	Oscar (récompense) / Oscar (Oscar Wilde)
fr_15260	temps à tuer	temps à tuer (temps libre)/temps (concept temporel)
fr_15274	parrain	parrain {religion} / parrain {mafia}
fr_15277	y compterais pas	y compter (faire confiance à une promesse) / compter (faire des calculs)
fr_15284	fil | facile	fil / facile
fr_15289	exploser	exploser (détoner) / exploser (se mettre en colère)
fr_15296	paratées	paratées / paradées / pas râtées 
fr_15303	on verra bien	"""on verra bien"" (on décidera)/on verra bien (relatif à la vue)"
fr_15305	coupe jarret	coupe-jarret (criminel) / coupe jarret (combat à cheval)
fr_15320	crypto-monnaie	crypto-monnaie/crypte
fr_15321	timbrée	timbré (fou) / timbre {philatélie} ~ <poste; timbre>
fr_15327	fouette le sang	le labo l'adore / le labrador
fr_15331	ruchent	ruent/ruche
fr_15350	veine	veine (chance) / veine (filon)
fr_15358	froids	froid (glaçé) / froid (distant)
fr_15360	parquet	parquet (plancher) /  parquet (tribunal)
fr_15371	bagage	bagage (expérience) / bagage (valise)
fr_15375	en vers et contre tous	"vers {poésie} + ""envers et contre tous"""
fr_15379	serrée	serrée (compétition dont l'issue est incertaine) / serrée (dû à un vêtement moulant)
fr_15390	noter	noter (évaluer) / noter (remarquer)
fr_15399	sceptre-ante	sceptre-ante / septante
fr_15406	PAPYRESQUE	Papyrus (nom du personnage) + -esque (adjectivisation)
fr_15408	toast	toast (pain) / toast (célébration)
fr_15429	formes	formulaires / formes
fr_15433	rayonnat	rayonner (briller) / rayon (radiation)
fr_15435	patron	patron (chef) / patron {couture}
fr_15437	débranche	débranche (déconnecte) / branche (arbre)
fr_15456	paire / pieu	"Notre paire qui est au pieu / ""Notre père qui est aux cieux"""
fr_15480	Froid'canard	Froid + de + canard
fr_15492	rater le cos	"""rater le coche"" + cos"
fr_15498	combines	combine / combinaison
fr_15504	solution	solution (réponse) / solution (liquide)
fr_15511	tourna de l'oeil	"""tourner de l'oeil"" (s'évanouir)/derviche tourneur"
fr_15537	apatite	apatite / appétit
fr_15542	attache | taques	on s'attache aux taques/on s'attaque aux tâches
fr_15545	bovine | divine	bovine / divine
fr_15546	réfrigiennes	réfrigérateur + phrygienne
fr_15547	chargé	excès dentaire / excédentaire
fr_15549	haut	haut (en hauteur) / haut (élevé dans la hiérarchie)
fr_15555	Madame Buverie	Madame Bovary/buverie
fr_15562	soda | caustique	soda / soude | caustique (corrosif) / caustique (cinglant)
fr_15564	se multiplier	multiplier {mathématiques} / se multiplier (se diviser) 
fr_15579	pression	pression (force) / pression (stresse)
fr_15593	métal d'acier	métal d'acier/mental d'acier
fr_15598	être en feu	"être en feu /  ""être en feu"" (très animé)"
fr_15599	tombé	tomber (choir) / tomber (devenir)
fr_15607	pincer	pincer (attraper)/pincer (serrer deux extrémités)
fr_15621	Prince Ip	Prince Ip / principe
fr_15657	talon	talon / talent
fr_15669	cousins	cousin (membre de la famille) / cousin (qui est de la même espèce)
fr_15690	marre	marre / mare
fr_15695	pistil	pistil/pistolet
fr_15699	sortir du trou	"sortir du trou /  ""sortir du trou"" (aider)"
fr_15713	Ce qu'il y a à l'intérieur	"""c'est l'intérieur qui compte"" / intérieur (bière)"
fr_15715	"""Thé ou pas thé, il faut infuser."""	"""Fais le ou ne le fais pas. Il n'y a pas d'essai"" + thé + infuser"
fr_15722	somptuissime	somptueux + -issime (Suffixe marquant la valeur superlative, la qualité extrême)
fr_15745	prennent de la bouteille	"""prendre de la bouteille"" / bouteille (récipient sous pression)"
fr_15767	périodiquement	périodiquement / périodique (magazine)
fr_15778	révolution	révolution / résolution
fr_15780	agisme | ajiste	agisme / ajiste
fr_15783	se tenir à carreau	"""se tenir à carreau"""
fr_15784	volé	voler (décoller) / voler (exploser)
fr_15808	diplomatiquement	diplomatie / diplôme
fr_15825	se piquer	piquer (percer) / se piquer (décider)
fr_15833	carrière	carrière (mine) /  carrière (travail)
fr_15847	turbulents	turbulent / turbulence
fr_15850	volantes	feuille volante (sans reliure) / volant (voler)
fr_15852	marché	marcher (fonctionner) / marcher (aller à pied)
fr_15875	Frisons	Frisons / frissons
fr_15881	varan | komodo	varan / marrant | komodo / commode
fr_15885	berne	berner / Bern (Stéphane Bern)
fr_15887	liens	lien (corde) / lien (relation)
fr_15888	flir-THÉ	flirter + thé
fr_15891	ont juste la tête sous l'eau	éruptives / éruptif (qui peut exploser comme un bouton)
fr_15894	patiemment	patiemment / patient
fr_15900	frappé	frappé (coup blessant) / frappé (une idée soudaine, comprendre la raison)
fr_15902	Leclerc	Leclerc (Edouard Leclerc) / le clerc
fr_15910	abrevet	a + brevet / abrever
fr_15911	occulté	occulté/occupé
fr_15917	tirer	tirer (faire feu) / tirer {pétanque}
fr_15919	déraille	dérailler (faire n'importe quoi)/dérailler (quitter la voie ferrée) 
fr_15953	couleur	couleur / douleur
fr_15963	hôte	hôte / autre
fr_15964	trot	trot / trop
fr_15971	projeté	projeter {film} / projeter (prévoir)
fr_15975	sédiments	sédiments / sentiments
fr_15985	soutien	soutien (partisan) / soutien (maintien)
fr_15988	creuser	creuser (forer) / creuser (étudier)
fr_15991	[?]	<boucher;tranchant>
fr_15997	bourreau	bourreau / boulot
fr_15998	pêcher	pêcher (capturer un poisson) / pêcher (trouver quelque chose)
fr_15999	éclairé	éclairé (illuminé) / éclairé (lucide)
fr_16001	bois mort	bois mort / poids mort
fr_16003	cassée	cassée (rauque) /  cassée (rauque)
fr_16014	expirent	cymbale + symboliser
fr_16017	pompes funèbres	pompes funèbres / pompes
fr_16020	bombe	bombe (explosif) / bombe (belle femme)
fr_16023	signes avant coureur	signe avant coureur (qui annonce un évènement)/signes (panneau de signalisation)
fr_16026	ambiance	ambiance / ambulance
fr_16049	cinq	cinq / saint
fr_16073	cabinet	s'y atteler/atelier
fr_16075	liens	lien (corde) / lien (relation)
fr_16077	assidu	assidu / acide
fr_16095	pêche	pêche (énergie) / pêche (fruit)
fr_16101	espace	espace (volume) / espace (univers)
fr_16102	gros sur la patate	"gros / ""en avoir gros sur la patate"" (être contrarié)"
fr_16108	à n'oeuf	à n'oeuf / à neuf
fr_16112	noir	noir (obscurité) / noir (chocolat)
fr_16118	peur bleue	"peur bleue /  ""peur bleue"" (grande peur)"
fr_16121	ils disparaissent des radars	"ils disparaissent des radars /  ""ils disparaissent des radars"" (ils disparaissent)"
fr_16139	négatif	négatif (refus) / négatif {photographie}
fr_16146	ligne	ligne {pêche} / ligne {téléphone}
fr_16151	frappé fort	"frapper fort / ""frapper fort"" (surprendre)"
fr_16160	Saint Phonie	Saint Phonie / Symphonie
fr_16164	perdent leur étincelle	"perdre l'étincelle / ""perdre l'étincelle"" (perdre l'enthousiasme)"
fr_16175	vivacité	vivacité (intelligence) / vivacité {couleur}
fr_16193	rebondir	rebondir (faire des bonds) / rebondir (renaître)
fr_16201	melons	melon (fruit) / melons (seins)
fr_16210	s'étaler	étaler (étendre en couche mince) / étaler (s'exprimer abondamment)
fr_16221	accrocher	accrocher (retenir l'attention) /  accrocher (suspendre)
fr_16222	sylvestre	Sylvestre (prénom) /  sylvestre (forestier)
fr_16223	académique	académique / académie Goncourt
fr_16224	exploser	exploser (détoner) / exploser (se mettre en colère)
fr_16227	élément	élément (environnement) / élément (meuble)
fr_16229	menottes	menottes (fantasme sexuel) / menottes (outil de policier)
fr_16251	sol	sol (note)/sol (par terre)
fr_16259	seCROUSses	secousses + CROUS
fr_16269	soufflé	<respires;soufflé>
fr_16299	caillé	lait caillé / écaillé
fr_16328	ne tourne pas rond | carré	"ne pas tourner rond / ""ne pas tourner rond"" (être fou) | carré {géométrie} / carré (rigoureux)"
fr_16335	mollement	mollement (sans fermeté) / mollement (sans énergie)
fr_16337	rebondir	rebondir (faire un bond) / rebondir (prendre un nouveau départ)
fr_16347	en-rat-gé	en-rat-gé /  enragé
fr_16348	enflammés	enflammés (en feu) /  enflammés (excités)
fr_16351	radieux	radieux / radiation
fr_16355	ne se donnait pas les moyens	rugir (crier) / rugir {lion}
fr_16377	pieusement	pieux / pi
fr_16380	brancher	brancher (connecter) /  brancher (intéresser)
fr_16391	bourse	bourse {finances} / bourse (testicules)
fr_16395	incroyable	incroyable (extraordinaire) / incroyable (qu'on ne peut pas croire)
fr_16397	Mistère	Mist + mystère
fr_16403	sèche amère	sèche amère / chez sa mère
fr_16407	longtemps	longtemps / long (grand)
fr_16408	mineurs	mineurs (moins de 18ans) / mineurs (qui travaille dans les mines)
fr_16411	facultés	facultés (universités) / facultés (capacités)
fr_16425	périls de la sagesse	"""perles de sagesse"" + périls"
fr_16430	facultés	facultés (capacités) / facultés (universités)
fr_16438	Amazonie	Amazon/Amazonie
fr_16441	vit	vit (pénis) / vite
fr_16445	oeufs	oeufs/eux
fr_16464	tranche	tranche / tronche
fr_16490	chouette et frais	chouette et frais / chouette effraie
fr_16495	aller se brosser	"aller se brosser / ""aller se brosser"" (renoncer à la victoire) ~ <balai; brosser>"
fr_16496	espace	espace (volume) / espace (univers)
fr_16497	Bach	Bach / bac (baccalauréat)
fr_16515	à court d'eau	à court d'eau (sans eau) / court d'eau (rivière)
fr_16544	migraine	migraine/migrer
fr_16545	dénota	dénoter / noter
fr_16546	un autre	lien (corde) / lien (relation)
fr_16557	pinte	pinte/point
fr_16565	jongler	jongler (rattraper avec adresse) /  jongler (avoir mal)
fr_16576	coton	coton (fibre) / coton (délicat)
fr_16584	repassé	repasser (redonner) / repasser {linge}
fr_16601	mo-rose	morose + rose
fr_16602	Suzette	Suzette (crêpe dessert)/Suzette (nom)
fr_16618	bu | Moscours	bu / vu | Moscours / Au secours
fr_16619	mo(nde)	mo / mot / monde
fr_16628	problèmes	problème {mathématiques} / problème (difficulté)
fr_16630	poudreuse	poudreuse (neige) / poudreuse (drogue)
fr_16631	perspective	perspective {art} / perspective (point de vue)
fr_16639	sous	sous (sous les pieds) / sous ( sous la responsabilité)
fr_16644	entorse	entorse au règlement (ne pas respecter les règles) / entorse (blessure)
fr_16665	seule	seul (sans compagnie)/seul (unique)
fr_16669	enregistrer	enregistrer (se souvenir) / enregistrer {disque}
fr_16673	colombe	colombe (oiseau) /  Colombe (prénom)
fr_16683	canon	canon (artillerie) / canon (beau)
fr_16687	de A à Zinc	"""De A à Z"" + zinc"
fr_16696	colon | ça perçoit	colon / qu'au long | ça perçoit / s'aperçoit
fr_16709	l'après-riz	l'après-riz / la prairie
fr_16716	remonter la pente	"""remonter la pente""/pente"
fr_16718	Philatéliste	Philatéliste / File à tes listes 
fr_16726	bombe	bombe (explosif) / bombe (belle femme)
fr_16732	appâ-THÉ	appâter + thé
fr_16742	Hal Dentray	Hal Dentray / Hall d'entrée
fr_16763	Manuel	Manuel (prénom) / manuel (livre)
fr_16780	vachement	vachement (beaucoup) / vache
fr_16781	tasse de thé	"tasse de thé / ""tasse de thé"" (activité préférée)"
fr_16785	du grain à moudre	"du grain à moudre /  ""du grain à moudre"" (du travail)"
fr_16789	craquent	craquer (se briser) / craquer (s'effondrer)
fr_16792	caporale	caporale / capitale
fr_16793	facultés	faculté (capacités)/faculté (université)
fr_16795	facultés	faculté (capacité) / faculté (université)
fr_16801	dix nez	dix nez / Disney
fr_16831	Sirius	Sirius/sérieux
fr_16841	pris	prendre (s'emparer de) / prendre (subir)
fr_16846	non-brillant	non-brillant/nombril
fr_16858	biens	"bien & mauvais ~ biens / ""séparation des biens"""
